date,copper,usd,eur
2009-11-24,54000,,
2009-11-23,53900,,
2009-11-20,52900,,
2009-11-19,52650,,
2009-11-18,52600,,
2009-11-17,52600,,
2009-11-16,51650,,
2009-11-13,50560,,
2009-11-12,50575,,
2009-11-11,50625,,
2009-11-10,50775,,
2009-11-09,50875,,
2009-11-06,50825,,
2009-11-05,50525,,
2009-11-04,50800,,
2009-11-03,50625,,
2009-11-02,50300,,
2009-10-30,50825,,
2009-10-29,50000,,
2009-10-28,51075,,
2009-10-27,50550,,
2009-10-26,51125,,
2009-10-23,50500,,
2009-10-22,50450,,
2009-10-21,49750,,
2009-10-20,49925,,
2009-10-19,49225,,
2009-10-16,48850,,
2009-10-15,49000,,
2009-10-14,48775,,
2009-10-13,49025,,
2009-10-12,49125,,
2009-10-09,49300,,
2009-09-30,47575,,
2009-09-29,46575,,
2009-09-28,47125,,
2009-09-25,47275,,
2009-09-24,47975,,
2009-09-23,48725,,
2009-09-22,48925,,
2009-09-21,48550,,
2009-09-18,49325,,
2009-09-17,49625,,
2009-09-16,48950,,
2009-09-15,48190,,
2009-09-14,47800,,
2009-09-11,49850,,
2009-09-10,49800,,
2009-09-09,50350,,
2009-09-08,49575,,
2009-09-07,49525,,
2009-09-04,49575,,
2009-09-03,48025,,
2009-09-02,47850,,
2009-09-01,49275,,
2009-08-31,49525,,
2009-08-28,50525,,
2009-08-27,49825,,
2009-08-26,49750,,
2009-08-25,49600,,
2009-08-24,49565,,
2009-08-21,47450,,
2009-08-20,47200,,
2009-08-19,47800,,
2009-08-18,48075,,
2009-08-17,47900,,
2009-08-14,50175,,
2009-08-13,49600,,
2009-08-12,48175,,
2009-08-11,48275,,
2009-08-10,48350,,
2009-08-07,47375,,
2009-08-06,47750,,
2009-08-05,48700,,
2009-08-04,47750,,
2009-08-03,47375,,
2009-07-31,45150,,
2009-07-30,43450,,
2009-07-29,43975,,
2009-07-28,44825,,
2009-07-27,44500,,
2009-07-24,43815,,
2009-07-23,43965,,
2009-07-22,43625,,
2009-07-21,43400,,
2009-07-20,43575,,
2009-07-17,41925,,
2009-07-16,42000,,
2009-07-15,41100,,
2009-07-14,40150,,
2009-07-13,40175,,
2009-07-10,40400,,
2009-07-09,39475,,
2009-07-08,39375,,
2009-07-07,39750,,
2009-07-06,39850,,
2009-07-03,40450,,
2009-07-02,40850,,
2009-07-01,40200,,
2009-06-30,40610,,
2009-06-29,40375,,
2009-06-26,40050,,
2009-06-25,39825,,
2009-06-24,39125,,
2009-06-23,38255,,
2009-06-22,38800,,
2009-06-19,39450,,
2009-06-18,39350,,
2009-06-17,39025,,
2009-06-16,39300,,
2009-06-15,41990,,
2009-06-12,41525,,
2009-06-11,41090,,
2009-06-10,41100,,
2009-06-09,40025,,
